pitch_type,game_date,player_name,events,description,stand,p_throws,home_team,away_team,balls,strikes,hit_distance_sc,launch_speed,launch_angle,effective_speed,pitch_name
FS,2026-08-05,"Mize, Casey",,blocked_ball,R,R,AZ,SD,1,1,,,,89.7,Split-Finger
ST,2026-08-05,"Taillon, Jameson",,blocked_ball,R,R,HOU,TOR,0,2,,,,81.4,Sweeper
SI,2026-08-05,"Gray, Sonny",,ball,R,R,BOS,CWS,0,2,,,,93.9,Sinker
FC,2026-08-05,"Kremer, Dean",,ball,R,R,KC,MIN,0,0,,,,87.7,Cutter
SL,2026-08-05,"Mize, Casey",,swinging_strike,R,R,AZ,SD,1,0,,,,90.5,Slider
SI,2026-08-05,"Gray, Sonny",,foul,R,R,BOS,CWS,0,1,3,73.8,-40,92.8,Sinker
FF,2026-08-05,"Elder, Bryce",,called_strike,L,R,ATL,MIA,0,0,,,,91.6,4-Seam Fastball
FF,2026-08-05,"Painter, Andrew",field_out,hit_into_play,L,R,PHI,WSH,1,0,82,84.8,4,96.4,4-Seam Fastball
FF,2026-08-05,"Rogers, Trevor",,foul,R,L,BAL,LAA,1,2,258,80.4,40,96.4,4-Seam Fastball
SL,2026-08-05,"Cameron, Noah",,foul,L,L,KC,MIN,1,1,162,98.5,10,84.3,Slider
CH,2026-08-05,"Detmers, Reid",,ball,R,L,BAL,LAA,0,0,,,,81.7,Changeup
CH,2026-08-05,"Lopez, Jacob",,ball,R,L,CIN,ATH,0,1,,,,82.3,Changeup
FF,2026-08-05,"Scott, Christian",,foul,L,R,CLE,NYM,0,1,239,74.7,32,97.9,4-Seam Fastball
CU,2026-08-05,"Taillon, Jameson",,foul,R,R,HOU,TOR,0,2,6,84.6,-19,81.9,Curveball
FF,2026-08-05,"Cameron, Noah",,ball,L,L,KC,MIN,0,1,,,,92.9,4-Seam Fastball
SV,2026-08-05,"Mize, Casey",,blocked_ball,R,R,AZ,SD,0,0,,,,83.2,Slurve
SL,2026-08-05,"Painter, Andrew",,ball,L,R,PHI,WSH,0,0,,,,88.3,Slider
SI,2026-08-05,"Kremer, Dean",force_out,hit_into_play,L,R,KC,MIN,2,0,64,77.7,4,91.5,Sinker
CH,2026-08-05,"Elder, Bryce",field_out,hit_into_play,L,R,ATL,MIA,1,0,72,104.3,2,85,Changeup
ST,2026-08-05,"Rogers, Trevor",,ball,R,L,BAL,LAA,0,2,,,,80.3,Sweeper
CU,2026-08-05,"Taillon, Jameson",,swinging_strike,R,R,HOU,TOR,0,1,,,,82.6,Curveball
FF,2026-08-05,"Scott, Christian",,swinging_strike,L,R,CLE,NYM,0,0,,,,97.2,4-Seam Fastball
SL,2026-08-05,"Detmers, Reid",walk,ball,L,L,BAL,LAA,3,2,,,,83.8,Slider
FF,2026-08-05,"Gray, Sonny",,called_strike,R,R,BOS,CWS,0,0,,,,91,4-Seam Fastball
SL,2026-08-05,"Lopez, Jacob",,foul,R,L,CIN,ATH,0,0,42,89.3,-2,80.6,Slider
SL,2026-08-05,"Detmers, Reid",,ball,L,L,BAL,LAA,2,2,,,,86.1,Slider
SI,2026-08-05,"Mize, Casey",double,hit_into_play,R,R,AZ,SD,0,1,315,104.5,20,94,Sinker
CH,2026-08-05,"Rogers, Trevor",,foul,R,L,BAL,LAA,0,1,2,65.5,-35,88.8,Changeup
CU,2026-08-05,"Taillon, Jameson",,swinging_strike,R,R,HOU,TOR,0,0,,,,78.6,Curveball
SL,2026-08-05,"Cameron, Noah",,called_strike,L,L,KC,MIN,0,0,,,,83.6,Slider
SL,2026-08-05,"Elder, Bryce",,ball,L,R,ATL,MIA,0,0,,,,81.2,Slider
CU,2026-08-05,"Gray, Sonny",strikeout,swinging_strike_blocked,L,R,BOS,CWS,3,2,,,,81.1,Curveball
FF,2026-08-05,"Painter, Andrew",field_out,hit_into_play,L,R,PHI,WSH,1,0,14,86.7,-10,95.9,4-Seam Fastball
ST,2026-08-05,"Scott, Christian",field_out,hit_into_play,L,R,CLE,NYM,1,2,3,78.7,-36,84.2,Sweeper
FF,2026-08-05,"Kremer, Dean",,ball,L,R,KC,MIN,1,0,,,,92.7,4-Seam Fastball
FF,2026-08-05,"Lopez, Jacob",field_out,hit_into_play,R,L,CIN,ATH,2,2,61,79.3,82,93.3,4-Seam Fastball
FF,2026-08-05,"Taillon, Jameson",strikeout,swinging_strike,L,R,HOU,TOR,2,2,,,,92.7,4-Seam Fastball
SI,2026-08-05,"Gray, Sonny",,ball,L,R,BOS,CWS,2,2,,,,93.2,Sinker
FF,2026-08-05,"Detmers, Reid",,foul,L,L,BAL,LAA,2,2,193,76.6,62,93.7,4-Seam Fastball
FS,2026-08-05,"Kremer, Dean",,blocked_ball,L,R,KC,MIN,0,0,,,,83.7,Split-Finger
FF,2026-08-05,"Rogers, Trevor",,called_strike,R,L,BAL,LAA,0,0,,,,94.4,4-Seam Fastball
FF,2026-08-05,"Painter, Andrew",,ball,L,R,PHI,WSH,0,0,,,,96.8,4-Seam Fastball
FC,2026-08-05,"Elder, Bryce",field_out,hit_into_play,R,R,ATL,MIA,0,0,342,92.3,35,89.3,Cutter
SL,2026-08-05,"Lopez, Jacob",,foul,R,L,CIN,ATH,2,1,158,64.5,59,76.3,Slider
CU,2026-08-05,"Scott, Christian",,ball,L,R,CLE,NYM,0,2,,,,83.8,Curveball
SL,2026-08-05,"Mize, Casey",,foul,R,R,AZ,SD,0,0,2,79.3,-43,90.2,Slider
FF,2026-08-05,"Cameron, Noah",strikeout,swinging_strike,R,L,KC,MIN,1,2,,,,94.2,4-Seam Fastball
SL,2026-08-05,"Elder, Bryce",field_out,hit_into_play,L,R,ATL,MIA,0,0,109,91.1,7,82.3,Slider
FC,2026-08-05,"Lopez, Jacob",,ball,R,L,CIN,ATH,1,1,,,,89.2,Cutter
FF,2026-08-05,"Scott, Christian",,foul,L,R,CLE,NYM,0,2,298,87.7,25,99.1,4-Seam Fastball
CU,2026-08-05,"Taillon, Jameson",,ball,L,R,HOU,TOR,1,2,,,,84.5,Curveball
FC,2026-08-05,"Kremer, Dean",walk,blocked_ball,R,R,KC,MIN,3,1,,,,87.8,Cutter
FF,2026-08-05,"Painter, Andrew",field_out,hit_into_play,L,R,PHI,WSH,3,1,3,91.9,-25,96.6,4-Seam Fastball
SL,2026-08-05,"Cameron, Noah",,foul,R,L,KC,MIN,1,1,4,72.3,-21,86.2,Slider
SL,2026-08-05,"Mize, Casey",field_out,hit_into_play,R,R,AZ,SD,1,1,256,77,44,88.2,Slider
SI,2026-08-05,"Rogers, Trevor",field_out,hit_into_play,L,L,BAL,LAA,0,1,6,54.2,-25,94.2,Sinker
SL,2026-08-05,"Detmers, Reid",,ball,L,L,BAL,LAA,1,2,,,,86.6,Slider
ST,2026-08-05,"Gray, Sonny",,foul,L,R,BOS,CWS,2,2,2,70.9,-48,85.3,Sweeper
FC,2026-08-05,"Taillon, Jameson",,swinging_strike,L,R,HOU,TOR,1,1,,,,90.3,Cutter
FF,2026-08-05,"Kremer, Dean",,called_strike,R,R,KC,MIN,3,0,,,,92.1,4-Seam Fastball
ST,2026-08-05,"Rogers, Trevor",,called_strike,L,L,BAL,LAA,0,0,,,,77.7,Sweeper
ST,2026-08-05,"Gray, Sonny",,swinging_strike,L,R,BOS,CWS,2,1,,,,84.1,Sweeper
FF,2026-08-05,"Painter, Andrew",,swinging_strike,L,R,PHI,WSH,3,0,,,,95.6,4-Seam Fastball
FC,2026-08-05,"Lopez, Jacob",,foul,R,L,CIN,ATH,1,0,6,70.3,-25,87.9,Cutter
FF,2026-08-05,"Scott, Christian",,foul,L,R,CLE,NYM,0,1,287,89.3,18,96.8,4-Seam Fastball
SL,2026-08-05,"Detmers, Reid",,ball,L,L,BAL,LAA,0,2,,,,86.5,Slider
CU,2026-08-05,"Cameron, Noah",,ball,R,L,KC,MIN,0,1,,,,83.7,Curveball
FC,2026-08-05,"Elder, Bryce",double,hit_into_play,L,R,ATL,MIA,3,2,199,81.6,14,88.4,Cutter
SL,2026-08-05,"Mize, Casey",,ball,R,R,AZ,SD,0,1,,,,89,Slider
FF,2026-08-05,"Scott, Christian",,called_strike,L,R,CLE,NYM,0,0,,,,96.2,4-Seam Fastball
FF,2026-08-05,"Painter, Andrew",,ball,L,R,PHI,WSH,2,0,,,,96.3,4-Seam Fastball
CH,2026-08-05,"Taillon, Jameson",,swinging_strike_blocked,L,R,HOU,TOR,1,0,,,,85.1,Changeup
SL,2026-08-05,"Detmers, Reid",,swinging_strike,L,L,BAL,LAA,0,1,,,,87,Slider
FF,2026-08-05,"Rogers, Trevor",field_out,hit_into_play,R,L,BAL,LAA,3,2,266,82.4,45,95.3,4-Seam Fastball
SL,2026-08-05,"Lopez, Jacob",,ball,R,L,CIN,ATH,0,0,,,,77,Slider
CH,2026-08-05,"Cameron, Noah",,foul,R,L,KC,MIN,0,0,343,96.4,46,79.3,Changeup
FF,2026-08-05,"Mize, Casey",,called_strike,R,R,AZ,SD,0,0,,,,92.9,4-Seam Fastball
FC,2026-08-05,"Kremer, Dean",,ball,R,R,KC,MIN,2,0,,,,86.9,Cutter
FC,2026-08-05,"Elder, Bryce",,foul,L,R,ATL,MIA,3,2,211,68.5,33,87.4,Cutter
FC,2026-08-05,"Gray, Sonny",,swinging_strike,L,R,BOS,CWS,2,0,,,,88.2,Cutter
SV,2026-08-05,"Mize, Casey",field_out,hit_into_play,L,R,AZ,SD,0,2,384,98,28,81.5,Slurve
FF,2026-08-05,"Detmers, Reid",,called_strike,L,L,BAL,LAA,0,0,,,,93,4-Seam Fastball
FF,2026-08-05,"Lopez, Jacob",strikeout,swinging_strike,R,L,CIN,ATH,3,2,,,,93.3,4-Seam Fastball
FC,2026-08-05,"Scott, Christian",single,hit_into_play,L,R,CLE,NYM,0,0,165,73.1,17,92.1,Cutter
SI,2026-08-05,"Gray, Sonny",,ball,L,R,BOS,CWS,1,0,,,,92.4,Sinker
CH,2026-08-05,"Taillon, Jameson",,ball,L,R,HOU,TOR,0,0,,,,84.6,Changeup
FF,2026-08-05,"Rogers, Trevor",,foul,R,L,BAL,LAA,3,2,236,72.3,40,94.2,4-Seam Fastball
CH,2026-08-05,"Cameron, Noah",grounded_into_double_play,hit_into_play,R,L,KC,MIN,1,0,44,90.4,0,81,Changeup
CH,2026-08-05,"Elder, Bryce",,foul,L,R,ATL,MIA,3,2,165,71.4,65,85.1,Changeup
CH,2026-08-05,"Painter, Andrew",,ball,L,R,PHI,WSH,1,0,,,,90.1,Changeup
FF,2026-08-05,"Kremer, Dean",,ball,R,R,KC,MIN,1,0,,,,93.4,4-Seam Fastball
FF,2026-08-05,"Elder, Bryce",,ball,L,R,ATL,MIA,2,2,,,,92.9,4-Seam Fastball
ST,2026-08-05,"Painter, Andrew",,ball,L,R,PHI,WSH,0,0,,,,82.6,Sweeper
SL,2026-08-05,"Mize, Casey",,foul,L,R,AZ,SD,0,1,,,,87.1,Slider
CU,2026-08-05,"Gray, Sonny",,blocked_ball,L,R,BOS,CWS,0,0,,,,79.6,Curveball
FF,2026-08-05,"Kremer, Dean",,ball,R,R,KC,MIN,0,0,,,,92.8,4-Seam Fastball
FF,2026-08-05,"Detmers, Reid",field_out,hit_into_play,R,L,BAL,LAA,0,0,318,104.7,49,92.6,4-Seam Fastball
FF,2026-08-05,"Rogers, Trevor",,foul,R,L,BAL,LAA,3,1,242,83,51,94,4-Seam Fastball
FC,2026-08-05,"Lopez, Jacob",,ball,R,L,CIN,ATH,2,2,,,,89.5,Cutter
CU,2026-08-05,"Scott, Christian",double,hit_into_play,L,R,CLE,NYM,2,2,333,103,16,85,Curveball
SL,2026-08-05,"Cameron, Noah",,ball,R,L,KC,MIN,0,0,,,,86.5,Slider
SI,2026-08-05,"Taillon, Jameson",single,hit_into_play,L,R,HOU,TOR,0,0,178,89.2,12,93.4,Sinker
FC,2026-08-05,"Elder, Bryce",,foul,L,R,ATL,MIA,2,1,11,89.6,-8,88.2,Cutter
FF,2026-08-05,"Rogers, Trevor",,swinging_strike,R,L,BAL,LAA,3,0,,,,93.9,4-Seam Fastball
FF,2026-08-05,"Scott, Christian",,ball,L,R,CLE,NYM,1,2,,,,95.7,4-Seam Fastball
SL,2026-08-05,"Mize, Casey",,called_strike,L,R,AZ,SD,0,0,,,,89,Slider
CH,2026-08-05,"Painter, Andrew",strikeout,swinging_strike,L,R,PHI,WSH,1,2,,,,89.3,Changeup
SL,2026-08-05,"Detmers, Reid",strikeout,swinging_strike,R,L,BAL,LAA,2,2,,,,85.9,Slider
FC,2026-08-05,"Taillon, Jameson",home_run,hit_into_play,R,R,HOU,TOR,2,1,401,107,30,89.5,Cutter
FC,2026-08-05,"Lopez, Jacob",,ball,R,L,CIN,ATH,1,2,,,,90.1,Cutter
FF,2026-08-05,"Kremer, Dean",strikeout,swinging_strike,L,R,KC,MIN,1,2,,,,93,4-Seam Fastball
ST,2026-08-05,"Gray, Sonny",strikeout,swinging_strike_blocked,L,R,BOS,CWS,1,2,,,,85.5,Sweeper
FF,2026-08-05,"Gray, Sonny",,foul,L,R,BOS,CWS,1,1,259,83.5,26,93,4-Seam Fastball
FS,2026-08-05,"Mize, Casey",home_run,hit_into_play,R,R,AZ,SD,1,2,414,105.8,23,89.7,Split-Finger
FF,2026-08-05,"Kremer, Dean",,foul,L,R,KC,MIN,1,2,,,,93.2,4-Seam Fastball
CU,2026-08-05,"Cameron, Noah",,swinging_strike,R,L,KC,MIN,0,0,,,,82.1,Curveball
SI,2026-08-05,"Elder, Bryce",,called_strike,L,R,ATL,MIA,2,0,,,,89.4,Sinker
FF,2026-08-05,"Scott, Christian",,swinging_strike,L,R,CLE,NYM,1,1,,,,96.5,4-Seam Fastball
SL,2026-08-05,"Lopez, Jacob",,blocked_ball,R,L,CIN,ATH,0,2,,,,76.7,Slider
FF,2026-08-05,"Detmers, Reid",,foul,R,L,BAL,LAA,2,2,231,84.3,57,94.1,4-Seam Fastball
FC,2026-08-05,"Taillon, Jameson",,ball,R,R,HOU,TOR,1,1,,,,87.8,Cutter
FF,2026-08-05,"Painter, Andrew",,foul,L,R,PHI,WSH,1,2,166,76.8,73,96.9,4-Seam Fastball
ST,2026-08-05,"Rogers, Trevor",,ball,R,L,BAL,LAA,2,0,,,,78.6,Sweeper
FC,2026-08-05,"Lopez, Jacob",,foul_tip,R,L,CIN,ATH,0,1,,,,89.1,Cutter
FF,2026-08-05,"Painter, Andrew",,foul,L,R,PHI,WSH,1,1,265,91.2,18,96.4,4-Seam Fastball
FF,2026-08-05,"Rogers, Trevor",,ball,R,L,BAL,LAA,1,0,,,,93.4,4-Seam Fastball
FS,2026-08-05,"Kremer, Dean",,foul,L,R,KC,MIN,1,2,174,67.7,23,81.3,Split-Finger
SL,2026-08-05,"Cameron, Noah",single,hit_into_play,L,L,KC,MIN,1,2,3,72.6,-31,86.8,Slider
CU,2026-08-05,"Gray, Sonny",,foul,L,R,BOS,CWS,1,0,302,95.3,25,80.1,Curveball
SI,2026-08-05,"Elder, Bryce",,ball,L,R,ATL,MIA,1,0,,,,88.5,Sinker
SL,2026-08-05,"Detmers, Reid",,foul,R,L,BAL,LAA,2,1,112,81.3,9,86.4,Slider
FC,2026-08-05,"Scott, Christian",,ball,L,R,CLE,NYM,0,1,,,,90.2,Cutter
FF,2026-08-05,"Mize, Casey",,foul,R,R,AZ,SD,1,1,296,91.4,46,94.1,4-Seam Fastball
SI,2026-08-05,"Taillon, Jameson",,ball,R,R,HOU,TOR,0,1,,,,93.5,Sinker
FF,2026-08-05,"Cameron, Noah",,foul,L,L,KC,MIN,1,2,228,77.1,49,94.4,4-Seam Fastball
FF,2026-08-05,"Lopez, Jacob",,foul,R,L,CIN,ATH,0,0,181,87.8,68,90.9,4-Seam Fastball
FF,2026-08-05,"Kremer, Dean",,ball,L,R,KC,MIN,0,2,,,,92.5,4-Seam Fastball
FF,2026-08-05,"Mize, Casey",,foul,R,R,AZ,SD,1,0,227,80.2,55,95.8,4-Seam Fastball
SI,2026-08-05,"Gray, Sonny",,ball,L,R,BOS,CWS,0,0,,,,92.6,Sinker
FF,2026-08-05,"Rogers, Trevor",,ball,R,L,BAL,LAA,0,0,,,,93.8,4-Seam Fastball
CH,2026-08-05,"Painter, Andrew",,ball,L,R,PHI,WSH,0,1,,,,89.4,Changeup
SI,2026-08-05,"Taillon, Jameson",,swinging_strike,R,R,HOU,TOR,0,0,,,,93.1,Sinker
FF,2026-08-05,"Detmers, Reid",,ball,R,L,BAL,LAA,1,1,,,,93.6,4-Seam Fastball
FF,2026-08-05,"Elder, Bryce",,ball,L,R,ATL,MIA,0,0,,,,92,4-Seam Fastball
ST,2026-08-05,"Scott, Christian",,foul,L,R,CLE,NYM,0,0,350,97.1,32,81.6,Sweeper
FF,2026-08-05,"Scott, Christian",walk,ball,R,R,CLE,NYM,3,2,,,,97.9,4-Seam Fastball
FF,2026-08-05,"Mize, Casey",,ball,R,R,AZ,SD,0,0,,,,94.5,4-Seam Fastball
ST,2026-08-05,"Gray, Sonny",double,hit_into_play,L,R,BOS,CWS,1,2,333,98.3,39,85.9,Sweeper
SL,2026-08-05,"Cameron, Noah",,foul,L,L,KC,MIN,1,2,,,,85.3,Slider
FS,2026-08-05,"Kremer, Dean",,swinging_strike,L,R,KC,MIN,0,1,,,,81.3,Split-Finger
CH,2026-08-05,"Elder, Bryce",walk,ball,L,R,ATL,MIA,3,2,,,,86.2,Changeup
FC,2026-08-05,"Lopez, Jacob",walk,ball,R,L,CIN,ATH,3,2,,,,90.7,Cutter
FF,2026-08-05,"Taillon, Jameson",field_out,hit_into_play,L,R,HOU,TOR,3,1,176,97.8,10,93.1,4-Seam Fastball
CU,2026-08-05,"Detmers, Reid",,ball,R,L,BAL,LAA,0,1,,,,69.9,Curveball
FF,2026-08-05,"Rogers, Trevor",field_out,hit_into_play,R,L,BAL,LAA,3,1,121,101.2,7,95.6,4-Seam Fastball
CH,2026-08-05,"Painter, Andrew",,swinging_strike,L,R,PHI,WSH,0,0,,,,90,Changeup
FF,2026-08-05,"Mize, Casey",sac_fly,hit_into_play,R,R,AZ,SD,2,1,331,88,33,96.3,4-Seam Fastball
ST,2026-08-05,"Scott, Christian",,foul,R,R,CLE,NYM,3,2,97,63.6,76,84.6,Sweeper
FC,2026-08-05,"Lopez, Jacob",,ball,R,L,CIN,ATH,2,2,,,,89.8,Cutter
SL,2026-08-05,"Detmers, Reid",,called_strike,R,L,BAL,LAA,0,0,,,,86.1,Slider
SL,2026-08-05,"Cameron, Noah",,foul,L,L,KC,MIN,1,1,4,65.8,-24,86.4,Slider
CH,2026-08-05,"Elder, Bryce",,foul,L,R,ATL,MIA,3,2,9,85.3,-16,85.3,Changeup
CU,2026-08-05,"Gray, Sonny",,swinging_strike,L,R,BOS,CWS,1,1,,,,80.5,Curveball
FF,2026-08-05,"Painter, Andrew",field_out,hit_into_play,L,R,PHI,WSH,2,2,269,82.9,44,96.3,4-Seam Fastball
FS,2026-08-05,"Kremer, Dean",,foul,L,R,KC,MIN,0,0,2,57.2,-48,82.7,Split-Finger
CH,2026-08-05,"Rogers, Trevor",,ball,R,L,BAL,LAA,2,1,,,,88.6,Changeup
SI,2026-08-05,"Taillon, Jameson",,called_strike,L,R,HOU,TOR,3,0,,,,93.2,Sinker
ST,2026-08-05,"Scott, Christian",,ball,R,R,CLE,NYM,2,2,,,,84.7,Sweeper
SL,2026-08-05,"Mize, Casey",,blocked_ball,R,R,AZ,SD,1,1,,,,88.2,Slider
SI,2026-08-05,"Cameron, Noah",,called_strike,L,L,KC,MIN,1,0,,,,92.7,Sinker
CU,2026-08-05,"Gray, Sonny",,foul,L,R,BOS,CWS,1,0,4,65.7,-28,80,Curveball
SL,2026-08-05,"Lopez, Jacob",,ball,R,L,CIN,ATH,1,2,,,,78.1,Slider
FF,2026-08-05,"Taillon, Jameson",,ball,L,R,HOU,TOR,2,0,,,,92.2,4-Seam Fastball
SL,2026-08-05,"Detmers, Reid",strikeout,swinging_strike,R,L,BAL,LAA,3,2,,,,84.5,Slider
CH,2026-08-05,"Painter, Andrew",,foul,L,R,PHI,WSH,2,2,241,83.6,50,88.7,Changeup
FF,2026-08-05,"Kremer, Dean",field_out,hit_into_play,L,R,KC,MIN,1,2,184,83.1,60,93.5,4-Seam Fastball
FF,2026-08-05,"Rogers, Trevor",,ball,R,L,BAL,LAA,1,1,,,,95.2,4-Seam Fastball
FC,2026-08-05,"Elder, Bryce",,foul,L,R,ATL,MIA,3,2,4,89.5,-33,88.1,Cutter
SL,2026-08-05,"Lopez, Jacob",,ball,R,L,CIN,ATH,0,2,,,,77.3,Slider
FC,2026-08-05,"Elder, Bryce",,foul,L,R,ATL,MIA,3,1,161,69.3,65,88.3,Cutter
ST,2026-08-05,"Rogers, Trevor",,swinging_strike,R,L,BAL,LAA,1,0,,,,80.5,Sweeper
CU,2026-08-05,"Detmers, Reid",,ball,R,L,BAL,LAA,2,2,,,,71.7,Curveball
SL,2026-08-05,"Mize, Casey",,ball,R,R,AZ,SD,0,1,,,,90.6,Slider
CH,2026-08-05,"Painter, Andrew",,ball,L,R,PHI,WSH,1,2,,,,88.8,Changeup
CH,2026-08-05,"Gray, Sonny",,ball,L,R,BOS,CWS,0,0,,,,86.5,Changeup
FC,2026-08-05,"Taillon, Jameson",,ball,L,R,HOU,TOR,1,0,,,,90.3,Cutter
FS,2026-08-05,"Kremer, Dean",,foul,L,R,KC,MIN,1,2,96,60.9,14,81.5,Split-Finger
ST,2026-08-05,"Scott, Christian",,swinging_strike,R,R,CLE,NYM,2,1,,,,83.7,Sweeper
FF,2026-08-05,"Cameron, Noah",,ball,L,L,KC,MIN,0,0,,,,93.9,4-Seam Fastball
FC,2026-08-05,"Cameron, Noah",walk,ball,R,L,KC,MIN,3,1,,,,90.5,Cutter
FF,2026-08-05,"Lopez, Jacob",,foul,R,L,CIN,ATH,0,2,,,,93.6,4-Seam Fastball
FS,2026-08-05,"Mize, Casey",,foul,R,R,AZ,SD,0,0,,,,90,Split-Finger
CH,2026-08-05,"Painter, Andrew",,swinging_strike,L,R,PHI,WSH,1,1,,,,89,Changeup
SI,2026-08-05,"Taillon, Jameson",,ball,L,R,HOU,TOR,0,0,,,,92.4,Sinker
FF,2026-08-05,"Gray, Sonny",strikeout,swinging_strike,L,R,BOS,CWS,3,2,,,,93.2,4-Seam Fastball
FF,2026-08-05,"Detmers, Reid",,ball,R,L,BAL,LAA,1,2,,,,94,4-Seam Fastball
FF,2026-08-05,"Elder, Bryce",,ball,L,R,ATL,MIA,2,1,,,,91.5,4-Seam Fastball
FS,2026-08-05,"Kremer, Dean",,foul,L,R,KC,MIN,1,2,3,50.6,-31,83.7,Split-Finger
ST,2026-08-05,"Rogers, Trevor",,ball,R,L,BAL,LAA,0,0,,,,78.4,Sweeper
FF,2026-08-05,"Scott, Christian",,ball,R,R,CLE,NYM,1,1,,,,95.5,4-Seam Fastball
ST,2026-08-05,"Taillon, Jameson",strikeout,called_strike,R,R,HOU,TOR,2,2,,,,80.6,Sweeper
CU,2026-08-05,"Gray, Sonny",,foul,L,R,BOS,CWS,3,2,,,,80.6,Curveball
SI,2026-08-05,"Elder, Bryce",,called_strike,L,R,ATL,MIA,2,0,,,,90,Sinker
FF,2026-08-05,"Scott, Christian",,swinging_strike,R,R,CLE,NYM,1,0,,,,95.4,4-Seam Fastball
FC,2026-08-05,"Lopez, Jacob",,swinging_strike,R,L,CIN,ATH,0,1,,,,86.5,Cutter
FS,2026-08-05,"Mize, Casey",field_out,hit_into_play,L,R,AZ,SD,1,2,2,82.5,-43,90.4,Split-Finger
SI,2026-08-05,"Rogers, Trevor",strikeout,swinging_strike,L,L,BAL,LAA,3,2,,,,94.2,Sinker
FF,2026-08-05,"Painter, Andrew",,ball,L,R,PHI,WSH,0,1,,,,96.2,4-Seam Fastball
FC,2026-08-05,"Cameron, Noah",,ball,R,L,KC,MIN,2,1,,,,89,Cutter
FF,2026-08-05,"Detmers, Reid",,foul,R,L,BAL,LAA,1,2,175,75.7,17,92.5,4-Seam Fastball
FF,2026-08-05,"Kremer, Dean",,foul,L,R,KC,MIN,1,1,175,73.3,64,92.7,4-Seam Fastball
FS,2026-08-05,"Mize, Casey",,foul,L,R,AZ,SD,1,1,5,69.2,-22,89.3,Split-Finger
CU,2026-08-05,"Gray, Sonny",,ball,L,R,BOS,CWS,2,2,,,,80.9,Curveball
FF,2026-08-05,"Rogers, Trevor",,ball,L,L,BAL,LAA,2,2,,,,95.2,4-Seam Fastball
FC,2026-08-05,"Elder, Bryce",,ball,L,R,ATL,MIA,1,0,,,,87.8,Cutter
FF,2026-08-05,"Detmers, Reid",,ball,R,L,BAL,LAA,0,2,,,,93.4,4-Seam Fastball
CU,2026-08-05,"Taillon, Jameson",,blocked_ball,R,R,HOU,TOR,1,2,,,,85.1,Curveball
SL,2026-08-05,"Lopez, Jacob",,called_strike,R,L,CIN,ATH,0,0,,,,77.4,Slider
CH,2026-08-05,"Cameron, Noah",,ball,R,L,KC,MIN,1,1,,,,80.5,Changeup
FF,2026-08-05,"Kremer, Dean",,ball,L,R,KC,MIN,0,1,,,,93.6,4-Seam Fastball
CH,2026-08-05,"Painter, Andrew",,swinging_strike,L,R,PHI,WSH,0,0,,,,90.3,Changeup
SI,2026-08-05,"Scott, Christian",,ball,R,R,CLE,NYM,0,0,,,,92.2,Sinker
SL,2026-08-05,"Lopez, Jacob",strikeout,swinging_strike,R,L,CIN,ATH,1,2,,,,77.3,Slider
SI,2026-08-05,"Taillon, Jameson",,foul,R,R,HOU,TOR,1,2,314,94.3,35,94.5,Sinker
FS,2026-08-05,"Mize, Casey",,called_strike,L,R,AZ,SD,1,0,,,,89.8,Split-Finger
CH,2026-08-05,"Cameron, Noah",,ball,R,L,KC,MIN,0,1,,,,79.7,Changeup
CH,2026-08-05,"Detmers, Reid",,foul,R,L,BAL,LAA,0,1,171,71.3,20,82.1,Changeup
ST,2026-08-05,"Gray, Sonny",,ball,L,R,BOS,CWS,1,2,,,,85,Sweeper
CH,2026-08-05,"Elder, Bryce",,ball,L,R,ATL,MIA,0,0,,,,86,Changeup
FF,2026-08-05,"Scott, Christian",field_out,hit_into_play,L,R,CLE,NYM,3,2,3,88.7,-42,99.8,4-Seam Fastball
FC,2026-08-05,"Rogers, Trevor",,ball,L,L,BAL,LAA,1,2,,,,86.6,Cutter
SI,2026-08-05,"Painter, Andrew",single,hit_into_play,R,R,PHI,WSH,0,0,180,74,18,95.6,Sinker
FF,2026-08-05,"Kremer, Dean",,called_strike,L,R,KC,MIN,0,0,,,,92.5,4-Seam Fastball
SL,2026-08-05,"Lopez, Jacob",,called_strike,R,L,CIN,ATH,1,1,,,,78.1,Slider
ST,2026-08-05,"Scott, Christian",,foul,L,R,CLE,NYM,3,2,80,72,6,85.2,Sweeper
FF,2026-08-05,"Kremer, Dean",grounded_into_double_play,hit_into_play,L,R,KC,MIN,1,0,115,99.8,5,91.7,4-Seam Fastball
SL,2026-08-05,"Mize, Casey",,ball,L,R,AZ,SD,0,0,,,,88.5,Slider
ST,2026-08-05,"Taillon, Jameson",,blocked_ball,R,R,HOU,TOR,0,2,,,,81.5,Sweeper
ST,2026-08-05,"Gray, Sonny",,ball,L,R,BOS,CWS,0,2,,,,85,Sweeper
SL,2026-08-05,"Detmers, Reid",,called_strike,R,L,BAL,LAA,0,0,,,,81.1,Slider
FF,2026-08-05,"Rogers, Trevor",,foul,L,L,BAL,LAA,1,1,216,78.1,55,95.3,4-Seam Fastball
SI,2026-08-05,"Elder, Bryce",field_out,hit_into_play,R,R,ATL,MIA,1,2,41,103.6,-2,90.4,Sinker
CH,2026-08-05,"Painter, Andrew",strikeout,swinging_strike,L,R,PHI,WSH,0,2,,,,90.4,Changeup
