pitch_type,game_date,player_name,events,description,stand,p_throws,home_team,away_team,balls,strikes,hit_distance_sc,launch_speed,launch_angle,effective_speed,pitch_name
CU,2026-07-04,"Gray, Sonny",strikeout,foul_tip,R,R,LAA,BOS,1,2,,,,79.3,Curveball
ST,2026-07-04,"Gray, Sonny",,called_strike,R,R,LAA,BOS,1,1,,,,83.4,Sweeper
CU,2026-07-04,"Gray, Sonny",,ball,R,R,LAA,BOS,0,1,,,,78.9,Curveball
ST,2026-07-04,"Gray, Sonny",,swinging_strike,R,R,LAA,BOS,0,0,,,,84.5,Sweeper
SI,2026-07-04,"Gray, Sonny",grounded_into_double_play,hit_into_play,L,R,LAA,BOS,1,1,4,86.2,-27,90.3,Sinker
FC,2026-07-04,"Gray, Sonny",,foul,L,R,LAA,BOS,1,0,77,94,3,89.1,Cutter
CU,2026-07-04,"Gray, Sonny",,ball,L,R,LAA,BOS,0,0,,,,78.6,Curveball
CU,2026-07-04,"Gray, Sonny",single,hit_into_play,L,R,LAA,BOS,0,1,50,99.7,0,79.2,Curveball
FF,2026-07-04,"Gray, Sonny",,called_strike,L,R,LAA,BOS,0,0,,,,90.9,4-Seam Fastball
CU,2026-07-04,"Gray, Sonny",strikeout,called_strike,L,R,LAA,BOS,0,2,,,,79.6,Curveball
CU,2026-07-04,"Gray, Sonny",,swinging_strike,L,R,LAA,BOS,0,1,,,,80.6,Curveball
CU,2026-07-04,"Gray, Sonny",,called_strike,L,R,LAA,BOS,0,0,,,,80.4,Curveball
SI,2026-07-04,"Gray, Sonny",strikeout,called_strike,R,R,LAA,BOS,0,2,,,,93.5,Sinker
ST,2026-07-04,"Gray, Sonny",,foul,R,R,LAA,BOS,0,2,224,81.3,52,86.2,Sweeper
ST,2026-07-04,"Gray, Sonny",,foul,R,R,LAA,BOS,0,1,1,81.2,-53,85.6,Sweeper
FC,2026-07-04,"Gray, Sonny",,foul,R,R,LAA,BOS,0,0,188,70.8,23,87.6,Cutter
ST,2026-07-04,"Gray, Sonny",force_out,hit_into_play,L,R,LAA,BOS,0,2,14,101.4,-5,85.4,Sweeper
CU,2026-07-04,"Gray, Sonny",,foul,L,R,LAA,BOS,0,1,6,95.3,-18,81,Curveball
CU,2026-07-04,"Gray, Sonny",,called_strike,L,R,LAA,BOS,0,0,,,,79,Curveball
SI,2026-07-04,"Gray, Sonny",walk,ball,R,R,LAA,BOS,3,0,,,,92,Sinker
FF,2026-07-04,"Gray, Sonny",,ball,R,R,LAA,BOS,2,0,,,,92.4,4-Seam Fastball
FC,2026-07-04,"Gray, Sonny",,ball,R,R,LAA,BOS,1,0,,,,90.4,Cutter
SI,2026-07-04,"Gray, Sonny",,ball,R,R,LAA,BOS,0,0,,,,92.1,Sinker
FF,2026-07-04,"Gray, Sonny",grounded_into_double_play,hit_into_play,L,R,LAA,BOS,0,0,87,91.2,5,92.8,4-Seam Fastball
ST,2026-07-04,"Gray, Sonny",single,hit_into_play,R,R,LAA,BOS,0,0,121,71.8,11,85.7,Sweeper
SI,2026-07-04,"Gray, Sonny",strikeout,called_strike,R,R,LAA,BOS,1,2,,,,93.4,Sinker
FC,2026-07-04,"Gray, Sonny",,foul,R,R,LAA,BOS,1,1,150,79.4,64,88.7,Cutter
SI,2026-07-04,"Gray, Sonny",,ball,R,R,LAA,BOS,0,1,,,,92.3,Sinker
SI,2026-07-04,"Gray, Sonny",,foul,R,R,LAA,BOS,0,0,2,97.2,-36,92.4,Sinker
ST,2026-07-04,"Gray, Sonny",strikeout,swinging_strike,L,R,LAA,BOS,1,2,,,,85,Sweeper
ST,2026-07-04,"Gray, Sonny",,foul,L,R,LAA,BOS,1,1,,,,85.2,Sweeper
FF,2026-07-04,"Gray, Sonny",,foul,L,R,LAA,BOS,1,0,187,68.4,42,92.8,4-Seam Fastball
CU,2026-07-04,"Gray, Sonny",,ball,L,R,LAA,BOS,0,0,,,,80.9,Curveball
ST,2026-07-04,"Gray, Sonny",strikeout,swinging_strike_blocked,L,R,LAA,BOS,1,2,,,,85.3,Sweeper
ST,2026-07-04,"Gray, Sonny",,foul,L,R,LAA,BOS,1,1,180,68,42,84.6,Sweeper
FF,2026-07-04,"Gray, Sonny",,ball,L,R,LAA,BOS,0,1,,,,92.6,4-Seam Fastball
CU,2026-07-04,"Gray, Sonny",,called_strike,L,R,LAA,BOS,0,0,,,,79.7,Curveball
FC,2026-07-04,"Gray, Sonny",single,hit_into_play,L,R,LAA,BOS,1,0,137,98.5,8,88.4,Cutter
CU,2026-07-04,"Gray, Sonny",,ball,L,R,LAA,BOS,0,0,,,,79.3,Curveball
SI,2026-07-04,"Gray, Sonny",walk,ball,R,R,LAA,BOS,3,2,,,,93.3,Sinker
SI,2026-07-04,"Gray, Sonny",,ball,R,R,LAA,BOS,2,2,,,,93.8,Sinker
ST,2026-07-04,"Gray, Sonny",,ball,R,R,LAA,BOS,1,2,,,,85.8,Sweeper
ST,2026-07-04,"Gray, Sonny",,foul,R,R,LAA,BOS,1,1,85,86.6,6,83.5,Sweeper
SI,2026-07-04,"Gray, Sonny",,swinging_strike,R,R,LAA,BOS,1,0,,,,91.5,Sinker
FC,2026-07-04,"Gray, Sonny",,ball,R,R,LAA,BOS,0,0,,,,88.4,Cutter
FC,2026-07-04,"Gray, Sonny",home_run,hit_into_play,L,R,LAA,BOS,0,0,437,109.6,32,88.2,Cutter
ST,2026-07-04,"Gray, Sonny",field_out,hit_into_play,R,R,LAA,BOS,0,1,324,89.7,34,84.1,Sweeper
SI,2026-07-04,"Gray, Sonny",,foul,R,R,LAA,BOS,0,0,351,106.9,25,90.7,Sinker
ST,2026-07-04,"Gray, Sonny",strikeout,swinging_strike_blocked,L,R,LAA,BOS,1,2,,,,85.8,Sweeper
SI,2026-07-04,"Gray, Sonny",,ball,L,R,LAA,BOS,0,2,,,,92.5,Sinker
FC,2026-07-04,"Gray, Sonny",,foul,L,R,LAA,BOS,0,1,210,75.4,49,88.8,Cutter
CU,2026-07-04,"Gray, Sonny",,called_strike,L,R,LAA,BOS,0,0,,,,78.6,Curveball
ST,2026-07-04,"Gray, Sonny",field_out,hit_into_play,R,R,LAA,BOS,2,2,250,78.2,21,84.2,Sweeper
ST,2026-07-04,"Gray, Sonny",,ball,R,R,LAA,BOS,1,2,,,,86.3,Sweeper
SI,2026-07-04,"Gray, Sonny",,swinging_strike,R,R,LAA,BOS,1,1,,,,92.5,Sinker
SI,2026-07-04,"Gray, Sonny",,ball,R,R,LAA,BOS,0,1,,,,92.9,Sinker
FC,2026-07-04,"Gray, Sonny",,called_strike,R,R,LAA,BOS,0,0,,,,89.7,Cutter
ST,2026-07-04,"Gray, Sonny",field_out,hit_into_play,R,R,LAA,BOS,1,2,318,98.2,41,85.3,Sweeper
ST,2026-07-04,"Gray, Sonny",,called_strike,R,R,LAA,BOS,1,1,,,,84.3,Sweeper
FC,2026-07-04,"Gray, Sonny",,called_strike,R,R,LAA,BOS,1,0,,,,88.7,Cutter
FF,2026-07-04,"Gray, Sonny",,ball,R,R,LAA,BOS,0,0,,,,91.5,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",field_out,hit_into_play,R,L,LAA,BOS,2,2,379,102.2,24,84.7,Slider
FF,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,1,2,,,,91.7,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,swinging_strike,R,L,LAA,BOS,1,1,,,,92.1,4-Seam Fastball
CH,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,0,1,,,,83.2,Changeup
FF,2026-07-03,"Detmers, Reid",,called_strike,R,L,LAA,BOS,0,0,,,,92.4,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",strikeout,swinging_strike,L,L,LAA,BOS,1,2,,,,84.2,Slider
SL,2026-07-03,"Detmers, Reid",,ball,L,L,LAA,BOS,0,2,,,,83,Slider
SL,2026-07-03,"Detmers, Reid",,foul,L,L,LAA,BOS,0,1,,,,84.8,Slider
SL,2026-07-03,"Detmers, Reid",,swinging_strike,L,L,LAA,BOS,0,0,,,,84.2,Slider
SL,2026-07-03,"Detmers, Reid",strikeout,swinging_strike,R,L,LAA,BOS,2,2,,,,85.4,Slider
FF,2026-07-03,"Detmers, Reid",,foul,R,L,LAA,BOS,2,2,2,50.6,-60,92.8,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,1,2,,,,91.1,4-Seam Fastball
CH,2026-07-03,"Rogers, Trevor",field_out,hit_into_play,R,L,CIN,BAL,1,0,310,108.9,19,90.9,Changeup
CH,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,0,2,,,,81.8,Changeup
FF,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,0,0,,,,93.9,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",walk,ball,R,L,CIN,BAL,3,2,,,,94.7,4-Seam Fastball
CH,2026-07-03,"Detmers, Reid",,swinging_strike,R,L,LAA,BOS,0,1,,,,82.6,Changeup
FC,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,3,2,5,59,-24,86.5,Cutter
CH,2026-07-03,"Detmers, Reid",,swinging_strike,R,L,LAA,BOS,0,0,,,,80.8,Changeup
FC,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,3,1,13,87.4,-9,86.5,Cutter
FF,2026-07-03,"Detmers, Reid",home_run,hit_into_play,R,L,LAA,BOS,3,1,358,107.4,24,92.3,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,2,1,,,,92.6,4-Seam Fastball
CH,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,2,1,,,,91,Changeup
FF,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,1,1,,,,92.2,4-Seam Fastball
ST,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,1,1,,,,80.4,Sweeper
FF,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,0,1,,,,93.7,4-Seam Fastball
CU,2026-07-03,"Detmers, Reid",,called_strike,R,L,LAA,BOS,1,0,,,,72,Curveball
FF,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,0,0,,,,90.5,4-Seam Fastball
FC,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,0,0,5,76.9,-25,84.8,Cutter
SI,2026-07-03,"Rogers, Trevor",field_out,hit_into_play,R,L,CIN,BAL,0,0,143,102.6,9,94.1,Sinker
FF,2026-07-03,"Detmers, Reid",field_out,hit_into_play,R,L,LAA,BOS,1,1,284,99.9,50,91.9,4-Seam Fastball
SI,2026-07-03,"Rogers, Trevor",single,hit_into_play,R,L,CIN,BAL,2,1,,,,94.7,Sinker
CH,2026-07-03,"Detmers, Reid",,called_strike,R,L,LAA,BOS,1,0,,,,81.6,Changeup
CU,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,0,0,,,,67.8,Curveball
FF,2026-07-03,"Scott, Christian",strikeout,swinging_strike,R,R,ATL,NYM,0,2,,,,97.7,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,1,1,,,,92.8,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",walk,blocked_ball,L,L,LAA,BOS,3,2,,,,86,Slider
FF,2026-07-03,"Scott, Christian",,foul_tip,R,R,ATL,NYM,0,1,,,,96.9,4-Seam Fastball
CH,2026-07-03,"Rogers, Trevor",,called_strike,R,L,CIN,BAL,1,0,,,,87.1,Changeup
ST,2026-07-03,"Scott, Christian",,swinging_strike,R,R,ATL,NYM,0,0,,,,79.8,Sweeper
FF,2026-07-03,"Detmers, Reid",,foul,L,L,LAA,BOS,3,2,380,79.4,14,93.9,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,0,0,,,,93.2,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",field_out,hit_into_play,R,L,CIN,BAL,0,0,95,101,4,92.5,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,foul,L,L,LAA,BOS,3,2,96,78.1,11,93.9,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",strikeout,swinging_strike,L,R,ATL,NYM,1,2,,,,97.4,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",,ball,L,R,ATL,NYM,0,2,,,,97.4,4-Seam Fastball
CH,2026-07-03,"Rogers, Trevor",field_out,hit_into_play,R,L,CIN,BAL,2,2,,,,91.3,Changeup
FF,2026-07-03,"Detmers, Reid",,ball,L,L,LAA,BOS,2,2,,,,94.6,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",,foul,L,R,ATL,NYM,0,2,201,81.9,18,97.6,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,foul_tip,L,L,LAA,BOS,2,1,,,,94.3,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,1,2,,,,94,4-Seam Fastball
FC,2026-07-03,"Scott, Christian",,foul,L,R,ATL,NYM,0,2,321,106.9,18,89.7,Cutter
FF,2026-07-03,"Detmers, Reid",,ball,L,L,LAA,BOS,1,1,,,,94.1,4-Seam Fastball
ST,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,1,2,,,,81.3,Sweeper
ST,2026-07-03,"Scott, Christian",,called_strike,L,R,ATL,NYM,0,1,,,,81.9,Sweeper
FF,2026-07-03,"Detmers, Reid",,foul,L,L,LAA,BOS,1,0,138,66.9,69,94.6,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,1,1,248,75.2,36,95.2,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",,called_strike,L,R,ATL,NYM,0,0,,,,95.5,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,ball,L,L,LAA,BOS,0,0,,,,92.5,4-Seam Fastball
CH,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,0,1,,,,89.2,Changeup
SL,2026-07-03,"Detmers, Reid",field_out,hit_into_play,R,L,LAA,BOS,0,0,70,83.9,80,84.9,Slider
FF,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,0,0,,77,15,,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",strikeout,swinging_strike,R,R,ATL,NYM,1,2,,,,96.4,4-Seam Fastball
ST,2026-07-03,"Scott, Christian",,ball,R,R,ATL,NYM,0,2,,,,81.7,Sweeper
CH,2026-07-03,"Rogers, Trevor",field_out,hit_into_play,R,L,CIN,BAL,0,1,338,92,34,88.3,Changeup
FF,2026-07-03,"Detmers, Reid",strikeout,called_strike,R,L,LAA,BOS,2,2,,,,93.7,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",,foul,R,L,LAA,BOS,2,2,208,100.7,13,84.2,Slider
ST,2026-07-03,"Scott, Christian",,foul,R,R,ATL,NYM,0,1,3,67.1,-35,80.8,Sweeper
CH,2026-07-03,"Rogers, Trevor",,called_strike,R,L,CIN,BAL,0,0,,,,89.2,Changeup
FC,2026-07-03,"Rogers, Trevor",field_out,hit_into_play,L,L,CIN,BAL,2,2,34,70.6,-1,85.4,Cutter
FF,2026-07-03,"Scott, Christian",,foul,R,R,ATL,NYM,0,0,215,78.1,56,93.6,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,foul,R,L,LAA,BOS,2,2,,,,94.1,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",strikeout,swinging_strike,L,R,ATL,NYM,2,2,,,,97,4-Seam Fastball
SI,2026-07-03,"Rogers, Trevor",,ball,L,L,CIN,BAL,1,2,,,,94.6,Sinker
FF,2026-07-03,"Detmers, Reid",,foul,R,L,LAA,BOS,2,2,178,78.6,63,92.8,4-Seam Fastball
CU,2026-07-03,"Detmers, Reid",,foul,R,L,LAA,BOS,2,2,5,78.8,-28,71.9,Curveball
ST,2026-07-03,"Rogers, Trevor",,ball,L,L,CIN,BAL,0,2,,,,79.4,Sweeper
CU,2026-07-03,"Scott, Christian",,blocked_ball,L,R,ATL,NYM,1,2,,,,83.8,Curveball
FC,2026-07-03,"Rogers, Trevor",,foul,L,L,CIN,BAL,0,1,208,70.7,46,86.7,Cutter
SL,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,1,2,,,,86,Slider
FC,2026-07-03,"Scott, Christian",,foul,L,R,ATL,NYM,1,1,3,67.4,-41,91.2,Cutter
FF,2026-07-03,"Rogers, Trevor",,called_strike,L,L,CIN,BAL,0,0,,,,92.8,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,0,2,,,,92.6,4-Seam Fastball
CU,2026-07-03,"Scott, Christian",,ball,L,R,ATL,NYM,0,1,,,,83.3,Curveball
FF,2026-07-03,"Detmers, Reid",,called_strike,R,L,LAA,BOS,0,1,,,,92.7,4-Seam Fastball
ST,2026-07-03,"Scott, Christian",,called_strike,L,R,ATL,NYM,0,0,,,,81.5,Sweeper
FF,2026-07-03,"Rogers, Trevor",field_out,hit_into_play,R,L,CIN,BAL,0,0,285,105.8,54,94.6,4-Seam Fastball
CU,2026-07-03,"Scott, Christian",field_out,hit_into_play,L,R,ATL,NYM,0,1,2,77.6,-32,85,Curveball
CU,2026-07-03,"Detmers, Reid",,called_strike,R,L,LAA,BOS,0,0,,,,68.8,Curveball
ST,2026-07-03,"Rogers, Trevor",walk,ball,R,L,CIN,BAL,3,2,,,,79.7,Sweeper
SL,2026-07-03,"Detmers, Reid",field_out,hit_into_play,R,L,LAA,BOS,2,2,288,84,34,87.2,Slider
FC,2026-07-03,"Scott, Christian",,foul,L,R,ATL,NYM,0,0,200,71.4,40,91.4,Cutter
FF,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,2,2,,,,94.6,4-Seam Fastball
FC,2026-07-03,"Scott, Christian",walk,ball,R,R,ATL,NYM,3,1,,,,90.8,Cutter
FF,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,1,2,,,,94.9,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",,swinging_strike,R,L,LAA,BOS,2,1,,,,86.7,Slider
FF,2026-07-03,"Scott, Christian",,ball,R,R,ATL,NYM,2,1,,,,96,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,1,1,,,,92.2,4-Seam Fastball
CH,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,1,1,260,107.6,16,90.6,Changeup
FF,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,0,1,,,,94.8,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",,foul,R,R,ATL,NYM,2,0,,,,93.8,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,0,1,,,,93.2,4-Seam Fastball
CU,2026-07-03,"Detmers, Reid",,foul,R,L,LAA,BOS,0,0,3,67.7,-36,71.4,Curveball
FF,2026-07-03,"Scott, Christian",,ball,R,R,ATL,NYM,1,0,,,,95.7,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,swinging_strike,R,L,CIN,BAL,0,0,,,,94,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",field_out,hit_into_play,R,L,LAA,BOS,2,2,173,76.7,62,93.3,4-Seam Fastball
ST,2026-07-03,"Scott, Christian",,ball,R,R,ATL,NYM,0,0,,,,81.3,Sweeper
CH,2026-07-03,"Rogers, Trevor",field_out,hit_into_play,R,L,CIN,BAL,1,2,333,95.9,41,88.8,Changeup
FF,2026-07-03,"Scott, Christian",walk,ball,L,R,ATL,NYM,3,2,,,,97,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,1,1,84,82.2,86,94.8,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,1,2,,,,85.6,Slider
FF,2026-07-03,"Detmers, Reid",,foul,R,L,LAA,BOS,1,1,,,,93.6,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,0,1,,,,95.1,4-Seam Fastball
CU,2026-07-03,"Scott, Christian",,foul,L,R,ATL,NYM,3,2,109,68.4,12,83.4,Curveball
FC,2026-07-03,"Scott, Christian",,foul,L,R,ATL,NYM,3,2,236,108.9,14,92.3,Cutter
FF,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,0,0,,,,94.3,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,0,1,,,,86,Slider
CU,2026-07-03,"Detmers, Reid",,called_strike,R,L,LAA,BOS,0,0,,,,69.2,Curveball
CH,2026-07-03,"Rogers, Trevor",field_out,hit_into_play,R,L,CIN,BAL,1,0,331,93.2,40,89.2,Changeup
FF,2026-07-03,"Scott, Christian",,ball,L,R,ATL,NYM,2,2,,,,94.7,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,0,0,,,,95.3,4-Seam Fastball
ST,2026-07-03,"Hughes, Gabriel",grounded_into_double_play,hit_into_play,R,R,COL,SF,1,2,59,67.7,4,87.3,Sweeper
FF,2026-07-03,"Scott, Christian",,foul,L,R,ATL,NYM,2,1,145,78.7,12,96,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",walk,ball,R,L,CIN,BAL,3,2,,,,95.5,4-Seam Fastball
FC,2026-07-03,"Scott, Christian",,ball,L,R,ATL,NYM,1,1,,,,91.3,Cutter
SL,2026-07-03,"Detmers, Reid",,ball,L,L,LAA,BOS,0,0,,,,85.4,Slider
FF,2026-07-03,"Hughes, Gabriel",,swinging_strike,R,R,COL,SF,1,1,,,,93.9,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,swinging_strike,R,R,COL,SF,1,0,,,,93.9,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",single,hit_into_play,R,L,LAA,BOS,1,1,12,103.2,-10,95,4-Seam Fastball
FC,2026-07-03,"Scott, Christian",,foul,L,R,ATL,NYM,1,0,297,111.3,15,91.8,Cutter
FF,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,3,2,255,75.7,42,96,4-Seam Fastball
ST,2026-07-03,"Scott, Christian",,ball,L,R,ATL,NYM,0,0,,,,80.8,Sweeper
FF,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,0,1,,,,95.7,4-Seam Fastball
CH,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,2,2,,,,91.4,Changeup
FF,2026-07-03,"Hughes, Gabriel",,ball,R,R,COL,SF,0,0,,,,95.5,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",home_run,hit_into_play,L,R,ATL,NYM,2,1,386,102.1,35,95.8,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,1,2,,,,94.9,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,called_strike,R,L,LAA,BOS,0,0,,,,95.1,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",walk,ball,L,R,COL,SF,3,1,,,,94.3,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,ball,L,R,COL,SF,2,1,,,,93.5,4-Seam Fastball
ST,2026-07-03,"Scott, Christian",,called_strike,L,R,ATL,NYM,2,0,,,,80.9,Sweeper
FF,2026-07-03,"Detmers, Reid",walk,ball,R,L,LAA,BOS,3,0,,,,94.2,4-Seam Fastball
CH,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,1,2,,,,88.3,Changeup
ST,2026-07-03,"Hughes, Gabriel",,ball,L,R,COL,SF,1,1,,,,85.2,Sweeper
ST,2026-07-03,"Scott, Christian",,ball,L,R,ATL,NYM,1,0,,,,81.1,Sweeper
ST,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,0,2,,,,78.9,Sweeper
SL,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,2,0,,,,88.1,Slider
FF,2026-07-03,"Rogers, Trevor",,called_strike,R,L,CIN,BAL,0,1,,,,93.9,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,ball,L,R,COL,SF,0,1,,,,95.4,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,1,0,,,,94.7,4-Seam Fastball
FC,2026-07-03,"Scott, Christian",,ball,L,R,ATL,NYM,0,0,,,,91.3,Cutter
CH,2026-07-03,"Rogers, Trevor",,called_strike,R,L,CIN,BAL,0,0,,,,87.6,Changeup
ST,2026-07-03,"Scott, Christian",field_out,hit_into_play,L,R,ATL,NYM,3,1,333,88.7,34,80.4,Sweeper
CU,2026-07-03,"Hughes, Gabriel",,foul,L,R,COL,SF,0,0,5,67.2,-27,79.8,Curveball
CH,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,0,0,,,,83.6,Changeup
ST,2026-07-03,"Hughes, Gabriel",field_out,hit_into_play,R,R,COL,SF,1,1,268,89.7,47,86.6,Sweeper
FF,2026-07-03,"Detmers, Reid",single,hit_into_play,R,L,LAA,BOS,3,1,221,69.8,39,95.9,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",,called_strike,L,R,ATL,NYM,3,0,,,,95.7,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",field_out,hit_into_play,R,L,CIN,BAL,1,2,126,69.1,68,95.1,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,foul_tip,R,R,COL,SF,1,0,,,,96.2,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",,ball,L,R,ATL,NYM,2,0,,,,94.1,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,1,1,228,75.8,35,95.1,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,2,1,,,,95.5,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,ball,R,R,COL,SF,0,0,,,,95,4-Seam Fastball
FC,2026-07-03,"Scott, Christian",,ball,L,R,ATL,NYM,1,0,,,,91.4,Cutter
FF,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,1,0,96,83,79,94.5,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,foul_tip,R,L,LAA,BOS,2,0,,,,95.5,4-Seam Fastball
FC,2026-07-03,"Scott, Christian",,ball,L,R,ATL,NYM,0,0,,,,89.5,Cutter
FF,2026-07-03,"Hughes, Gabriel",field_out,hit_into_play,L,R,COL,SF,1,2,111,76.5,8,96.2,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,0,0,,,,93.9,4-Seam Fastball
CH,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,1,0,,,,83.9,Changeup
CH,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,0,0,,,,84.2,Changeup
FF,2026-07-03,"Hughes, Gabriel",,foul,L,R,COL,SF,1,2,5,51.4,-25,96.7,4-Seam Fastball
FC,2026-07-03,"Scott, Christian",field_out,hit_into_play,R,R,ATL,NYM,1,1,390,100.6,33,90.4,Cutter
ST,2026-07-03,"Rogers, Trevor",strikeout,swinging_strike,R,L,CIN,BAL,2,2,,,,80.7,Sweeper
CH,2026-07-03,"Hughes, Gabriel",,foul,L,R,COL,SF,1,2,122,70.4,21,90.9,Changeup
CH,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,1,2,,,,90.3,Changeup
CU,2026-07-03,"Detmers, Reid",double,hit_into_play,L,L,LAA,BOS,0,1,230,87.5,19,73.1,Curveball
ST,2026-07-03,"Scott, Christian",,ball,R,R,ATL,NYM,0,1,,,,81.3,Sweeper
ST,2026-07-03,"Scott, Christian",,foul,R,R,ATL,NYM,0,0,7,60,-18,80.1,Sweeper
